District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Riverbank Unified (Stanislaus),Stanislaus,Unified School District,2794,42.5,77.6,22,82.98,21.1,35,0,21.8,14,68929,N/A,N/A,N/A,9901,450,10086,45,6673,0,626,588
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3817,13.8,59.7,45,94.52,21.1,63,0,24.4,9,65715,N/A,N/A,N/A,8465,627,10179,92,5725,414,784,589
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,8071,12,57.4,43,87.01,21,130,0,26.6,14,69994,N/A,N/A,N/A,7572,316,7446,25,4745,0,484,828
John Swett Unified (Contra Costa),Contra Costa,Unified School District,1600,13.7,66.4,71,89.6,20.5,24,0,21.9,8,57889,N/A,N/A,N/A,8825,281,8130,89,5594,0,1115,521
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9663,9.5,46.7,37,90.59,20.3,141,0,24,12,73082,N/A,N/A,N/A,7898,274,8061,60,4938,0,510,769
Orland Joint Unified (Glenn),Glenn,Unified School District,2163,23.8,69.3,36,90.73,19.9,28,0,21.7,11,58033,N/A,N/A,N/A,8496,351,8197,64,5499,0,663,528
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2395,2.9,51.6,54,93.88,19,19,0,18.9,9,61539,N/A,N/A,N/A,12650,744,11983,0,6782,4,1359,1394
Del Norte County Unified (Del Norte),Del Norte,Unified School District,3595,11.2,66,47,88.62,18.9,44,0,19.4,15,59720,N/A,N/A,N/A,10643,640,10355,21,6794,6,542,951
Center Joint Unified (Sacramento),Sacramento,Unified School District,4791,13.3,58.4,53,89.08,18.5,69,0,25.1,16,69570,N/A,N/A,N/A,7587,175,7668,43,4786,0,431,499
Esparto Unified (Yolo),Yolo,Unified School District,987,26.9,67.7,30,88.76,18.2,14,0,25.8,8,58816,N/A,N/A,N/A,8734,436,9418,0,5132,2,1207,696
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,308,38,64,31,88,redacted,redacted,0,17.9,9,58255,N/A,N/A,N/A,11587,642,11992,30,6748,0,1235,1072
Sierra Sands Unified (Kern),Kern,Unified School District,5008,7.2,50.4,39,92.66,18.2,58,0,22.4,13,59464,N/A,N/A,N/A,8596,443,9122,52,5327,1,539,873
Ferndale Unified (Humboldt),Humboldt,Unified School District,515,8.9,38.6,25,97.14,redacted,redacted,0,19.7,12,55806,N/A,N/A,N/A,8034,476,8660,142,5386,0,504,407
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,54102,27.5,91.3,29,75.54,17.6,534,0,21.7,11,65791,N/A,N/A,N/A,9606,406,9771,0,5771,22,539,953
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31420,25.8,75.8,58,75.31,17.5,320,0,21.2,11,68898,N/A,N/A,N/A,9151,525,9718,72,5558,0,746,831
Inglewood Unified (Los Angeles),Los Angeles,Unified School District,14208,26.7,88.7,35,80.58,17.3,145,0,26.4,12,68533,N/A,N/A,N/A,9090,383,8739,0,5591,9,606,594
Ukiah Unified (Mendocino),Mendocino,Unified School District,6163,24.6,69.2,44,82.19,16.8,67,0,19.6,12,59499,N/A,N/A,N/A,9359,329,9266,46,6196,0,692,600
Compton Unified (Los Angeles),Los Angeles,Unified School District,24710,46.3,86.6,22,65.01,16.7,184,0,23.8,12,70745,N/A,N/A,N/A,9394,322,9595,47,5702,0,885,744
Los Molinos Unified (Tehama),Tehama,Unified School District,583,10.8,76.3,39,86.21,redacted,redacted,0,19.2,10,N/A,N/A,N/A,N/A,9423,633,8898,217,5283,0,1001,906
Biggs Unified (Butte),Butte,Unified School District,548,14.8,27,37,84.09,redacted,redacted,0,18.9,15,54889,N/A,N/A,N/A,9331,585,10094,114,5563,58,979,654
Mountain Empire Unified (San Diego),San Diego,Unified School District,2961,12.7,48.3,45,70,15.9,32,0,19.7,6,52568,N/A,N/A,N/A,10345,815,10482,253,6386,0,890,988
Palo Verde Unified (Riverside),Riverside,Unified School District,3448,11.5,66.1,36,81.67,15.5,33,0,24.6,12,61932,N/A,N/A,N/A,7999,492,8775,80,4670,0,522,903
Maxwell Unified (Colusa),Colusa,Unified School District,345,28.2,58.3,40,100,redacted,redacted,0,18.2,12,59909,N/A,N/A,N/A,9052,509,10438,142,5439,0,1298,545
Hesperia Unified (San Bernardino),San Bernardino,Unified School District,23448,17.4,72.1,39,83.18,13.7,252,0,26.2,9,64385,N/A,N/A,N/A,7414,353,7527,12,4754,3,417,560
Kelseyville Unified (Lake),Lake,Unified School District,1697,12.7,72.9,41,89.61,13.4,19,0,21.5,14,N/A,N/A,N/A,N/A,7989,384,8704,113,4896,0,639,1023
Gateway Unified (Shasta),Shasta,Unified School District,4029,1.6,66.7,31,87.82,13.2,37,0,19.7,9,56691,N/A,N/A,N/A,9289,729,9913,165,6238,0,564,900
Mountain Valley Unified (Trinity),Trinity,Unified School District,340,2.4,78.5,37,92.59,redacted,redacted,0,13.7,10,51016,N/A,N/A,N/A,14200,1030,14378,416,8294,0,1111,1166
Mojave Unified (Kern),Kern,Unified School District,2691,12.9,75.7,54,74.87,11.7,19,0,23.9,10,61582,N/A,N/A,N/A,9462,1021,8766,119,5547,0,901,1013
Cuyama Joint Unified (Santa Barbara),Santa Barbara,Unified School District,240,42.1,80,25,81.82,redacted,redacted,0,15.5,13,55805,N/A,N/A,N/A,11604,874,11690,77,6632,0,999,846
Denair Unified (Stanislaus),Stanislaus,Unified School District,1524,15.7,43.7,39,75,11,19,0,18,11,63564,N/A,N/A,N/A,10025,198,9922,100,6650,0,875,625
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,127,7.9,62.2,44,76.92,redacted,redacted,0,12.8,10,48120,N/A,N/A,N/A,14567,922,16170,220,8311,0,1557,813
Stockton Unified (San Joaquin),San Joaquin,Unified School District,38435,26.1,85.7,43,83.09,9.4,201,0,24.4,12,61189,N/A,N/A,N/A,9501,482,9575,32,6076,0,425,769
Southern Kern Unified (Kern),Kern,Unified School District,3035,14.9,76.9,43,77.63,9.2,18,0,25.4,13,65430,N/A,N/A,N/A,7540,383,7811,96,4639,0,413,633
Willits Unified (Mendocino),Mendocino,Unified School District,1992,10.4,64.8,37,75.83,9,11,0,18.9,11,N/A,N/A,N/A,N/A,10168,390,10455,84,6590,0,641,1081
Willows Unified (Glenn),Glenn,Unified School District,1467,24,66.1,44,82.68,redacted,redacted,0,26.5,14,71574,N/A,N/A,N/A,7472,255,8202,0,4396,0,781,593
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,283,20.9,66.4,39,89.29,redacted,redacted,0,15.1,6,46122,N/A,N/A,N/A,11101,524,11979,180,6945,0,1050,785
Scott Valley Unified (Siskiyou),Siskiyou,Unified School District,684,3.8,54.7,36,92,redacted,redacted,0,17.5,10,52100,N/A,N/A,N/A,9798,878,11129,594,5558,0,943,752
Round Valley Unified (Mendocino),Mendocino,Unified School District,421,8.4,99.5,33,45.95,redacted,redacted,0,18.1,8,54985,N/A,N/A,N/A,17125,999,18472,426,8384,0,2219,2449
Klamath-Trinity Joint Unified (Humboldt),Humboldt,Unified School District,1040,0.2,93.8,20,74.32,redacted,redacted,0,16.1,9,58197,N/A,N/A,N/A,15466,741,16052,273,8241,0,1409,1767
Corcoran Joint Unified (Kings),Kings,Unified School District,3334,26.4,90.2,14,76.68,redacted,redacted,0,22,10,62750,N/A,N/A,N/A,8100,661,8668,132,5247,1,515,406
Pomona Unified (Los Angeles),Los Angeles,Unified School District,27186,36.5,80.8,18,79.06,4.4,69,0,16.9,12,70983,N/A,N/A,N/A,8738,368,9136,21,5510,3,516,642
Maricopa Unified (Kern),Kern,Unified School District,2366,2.4,55.1,40,65.52,redacted,redacted,0,27.3,3,N/A,N/A,N/A,N/A,10305,609,11892,27,6353,21,1260,970
Alpine County Unified (Alpine),Alpine,Unified School District,103,N/A,53.4,42,50,redacted,redacted,0,12.9,13,54611,N/A,N/A,N/A,29434,1191,30449,14,12191,0,7077,2487
Baker Valley Unified (San Bernardino),San Bernardino,Unified School District,187,48.8,87.7,20,75,redacted,redacted,0,18.7,7,N/A,N/A,N/A,N/A,12606,864,17515,18,5989,0,1989,2368
Death Valley Unified (Inyo),Inyo,Unified School District,28,N/A,60.7,20,100,redacted,redacted,0,4.5,9,N/A,N/A,N/A,N/A,40059,2882,44169,95,18079,0,7594,7931
Eastern Sierra Unified (Mono),Mono,Unified School District,458,14,52.8,45,91.3,redacted,redacted,0,12.7,12,N/A,N/A,N/A,N/A,20091,1632,21742,35,10523,0,2131,1843
Fort Sage Unified (Lassen),Lassen,Unified School District,299,N/A,54.2,22,80,redacted,redacted,0,16.3,8,46929,N/A,N/A,N/A,11181,528,12493,301,5980,0,1224,981
Geyserville Unified (Sonoma),Sonoma,Unified School District,268,42.7,57.1,35,95,redacted,redacted,0,14.6,12,59113,N/A,N/A,N/A,11625,648,12497,113,7654,0,803,618
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,116,N/A,46.6,21,40,redacted,redacted,0,9.1,11,48968,N/A,N/A,N/A,19427,763,19498,155,10735,0,2725,1921
Mattole Unified (Humboldt),Humboldt,Unified School District,794,1.2,14.7,27,74.76,redacted,redacted,0,13.9,6,41747,N/A,N/A,N/A,24024,838,27341,0,13905,409,3816,1851
Owens Valley Unified (Inyo),Inyo,Unified School District,71,2.5,50.7,55,100,redacted,redacted,0,9.5,13,N/A,N/A,N/A,N/A,26353,1571,25983,0,17444,98,2898,1050
Reef-Sunset Unified (Kings),Kings,Unified School District,2643,56.3,100,4,77.07,redacted,redacted,0,21.7,11,60614,N/A,N/A,N/A,8026,554,8250,18,5018,40,606,498
Rialto Unified (San Bernardino),San Bernardino,Unified School District,26596,26.7,73.3,21,79.95,redacted,redacted,0,24.5,13,72336,N/A,N/A,N/A,7958,299,8073,0,4802,0,551,681
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,770,26.6,97.7,43,68.75,redacted,redacted,0,14.5,11,62602,N/A,N/A,N/A,16056,1495,16017,306,9080,17,1527,1665
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,736,3.9,48.4,24,79.41,redacted,redacted,0,19.4,11,51687,N/A,N/A,N/A,10280,681,11063,57,6350,16,750,2263
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,97,N/A,80.4,18,100,redacted,redacted,0,10.2,12,52894,N/A,N/A,N/A,22740,1629,23620,501,11679,0,2105,3560
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,111,N/A,69.4,50,60,redacted,redacted,0,10.6,4,52128,N/A,N/A,N/A,19761,1001,18714,535,9796,0,1969,1723
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,278,N/A,71.2,39,94.12,redacted,redacted,0,14.1,16,66578,N/A,N/A,N/A,16970,1316,27808,58,10565,207,1324,1545
Westwood Unified (Lassen),Lassen,Unified School District,367,1.8,66.5,23,100,redacted,redacted,0,16.2,8,54115,N/A,N/A,N/A,9435,311,11630,149,5027,0,1574,133
Desert Center Unified (Riverside),Riverside,Unified School District,15,N/A,0,53,N/A,N/A,N/A,0,15,5,52106,N/A,N/A,N/A,38441,4315,57362,0,14579,0,5580,7912
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,2360,8.2,16.3,69,N/A,N/A,N/A,0,21.9,5,55018,N/A,N/A,N/A,6314,247,6597,10,4306,0,418,321
Sunol Glen Unified (Alameda),Alameda,Unified School District,273,10.1,5.5,49,N/A,N/A,N/A,0,21.7,4,N/A,N/A,N/A,N/A,7711,322,8572,214,4340,0,638,6
,,,,,,,,,,,,,,,,,,,,,,,,
